member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL3079~Assorted Colour Crazy Bouncing Putty~~Funky Thingz~Funky Thingz/Novelty Items~Novelty | Miscellaneous~~~0~"50 grams of assorted colour putty in opaque 2 piece tub. Comes in an assortment of 5 great fluro colours - pink, yellow, green, blue and orange.  Roll putty into a ball and bounce it! You can mould it, stretch it and snap it. Make it into wild shapes.
"~~~Tub: Polypropylene, Contents: Putty~69mm Diameter x 32mmH~~LL3079.jpg~~~~~~~~~~4CP Label Standard~4CP Standard Label : Lid - Circle 45mm Diameter~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 4 Colour Label Print ( 1 Position)~1 Position~4 Colour~Label Print~~~250~10,000~250~3.18~500~2.92~1,000~2.76~2,500~2.48~5,000~2.25~10,000~2.19~25,000~2.13~~~New Design~50~50~~~~~32~34~38~15~200~0.0413~~Stock: 3 Working Days from approval of artwork, Indent: 10-12 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL3079
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL8627~Assorted Colour Lollipops in Double Wall Stainless Steel Barrel Mug~~Confectionery~Confectionery/Lollipops~Confectionery & Edible Promotions | Lollipops~~~0~"16 Assorted Lollipopsshrink wrapped in Double Wall Stainless Steel Barrel Mug.  Mix of 6 great colours and flavours - Red (Strawberry), Yellow (Lemon), Blue (Tutti Frutti), Green (Lemon), Orange (Orange), Purple (Grape).
"~~~Stainless Steel~Item Size 95mm Diameter x 90mmH~~LL8627.jpg~~~~~~~~~~Laser~Undecorated : Add your Company/Client details to statutory ingredients| paper insert - Square Label 33mmL x 33mmH; Laser Engraved : Front/Back - Square 30mmL x 30mmH~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + Laser Engraving ( 1 Position)~1 Position~1 Colour~Laser Engraved~~~50~~50~12.04~100~11.27~250~10.74~500~9.81~1,000~8.97~~0.00~~0~~~New Design~80~50~~Repeat Design~40~~20~29.5~31.5~7.5~27~0.0186~Individual white gift box.  Finished weight = 257 grams per unit.~Stock: 3 Working Days from approval of artwork, Indent: ~https://www.logoline.com.au/product.aspx?i=LL8627
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL8627~Assorted Colour Lollipops in Double Wall Stainless Steel Barrel Mug~~Confectionery~Confectionery/Lollipops~Confectionery & Edible Promotions | Chocolates~~~0~"16 Assorted Lollipopsshrink wrapped in Double Wall Stainless Steel Barrel Mug.  Mix of 6 great colours and flavours - Red (Strawberry), Yellow (Lemon), Blue (Tutti Frutti), Green (Lemon), Orange (Orange), Purple (Grape).
"~~~Stainless Steel~Item Size 95mm Diameter x 90mmH~~LL8627.jpg~~~~~~~~~~Laser~Undecorated : Add your Company/Client details to statutory ingredients| paper insert - Square Label 33mmL x 33mmH; Laser Engraved : Front/Back - Square 30mmL x 30mmH~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + Laser Engraving ( 2 Position)~2 Position~1 Colour~Laser Engraved~~~50~~50~14.93~100~14.05~250~13.44~500~12.31~1,000~11.29~~0.00~~0~~~New Design~160~100~~Repeat Design~80~~20~29.5~31.5~7.5~27~0.0186~Individual white gift box.  Finished weight = 257 grams per unit.~Stock: 3 Working Days from approval of artwork, Indent: ~https://www.logoline.com.au/product.aspx?i=LL8627
Ideal for environmental projects as calico is a renewable resource. Most supermarkets and retail outlets sell and encourage consumers to use calico bags as they are reusable. Join the revolution to reduce the use of plastic shopping bags!"~~~Calico - 140 GSM~Bag Size: 370mmL x 420mmH, Handle Length: 400mmL~~LL500.jpg~~~~~~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 295mmL x 320mmH; RBG Direct to Garment Print : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance & price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 4 Colour Digital Transfer ( 1 Position)~1 Position~4 Colour~Digital Transfer~~~100~10,000~100~6.90~250~5.93~500~5.66~1,000~5.17~2,500~4.74~5,000~0.00~10,000~0~25,000~~New Design~80~50~Over 500 Free.~Repeat Design~40~~37~39~45~17~250~0.0649~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL500
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLN5925~Car Deodorisers~~Auto & Trade~Auto & Trade/Air Fresheners~Outdoors | Car Accessories~~~0~"Your message will hang around with this billboard in a car!  Scented heavy weight coaster board with black elastic loop utilising our standard car shape. Chose standard car shape or design you own custom die cut shape.  Current fragrance choice of Lemon, Apple or New Car, ask for availability of other fragrances.  Pantone colour match almost impossible as coaster board changes the look of colours. Always request samples. 
"~~~Coaster board~Car - 100mmL x 70mmH, Custom Size - 100mmL x 100mmH~~LN5925.jpg~~~~~~~~~~4CP Digital~4CP Digital Direct Print : Front/Back - Car Shape (refer line drawing) 100mmL x 70mmH, Front/Back - Custom Shape Max 100mmL x 100mmH~1~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 4 Colour Digital Direct Print ( 2 Position)~2 Position~4 Colour~Direct Digital Print~~~500~500~500~2.57~1,000~2.08~2,500~1.50~5,000~1.42~10,000~1.13~~0.00~~0~~~~~100~~~~~19~44~41~4.85~500~0.0343~Individually sealed polybags~Stock: , Indent: 4 Weeks Airfreight, if supplier proof approved within 24 hours~https://www.logoline.com.au/product.aspx?i=LN5925
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 1 Colour Pad Print ( 1 Position)~1 Position~1 Colour~Pad Print~~~100~10,000~100~5.31~250~4.20~500~3.97~1,000~3.42~2,500~2.88~5,000~2.81~10,000~2.07~25,000~1.44~New Design~80~50~Over 500 Free.~Repeat Design~40~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 2 Colour Pad Print ( 1 Position)~1 Position~2 Colour~Pad Print~~~100~10,000~100~6.00~250~4.87~500~4.61~1,000~3.90~2,500~3.29~5,000~3.22~10,000~2.21~25,000~1.54~New Design~80~100~Over 500 Free.~Repeat Design~40~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 3 Colour Pad Print ( 1 Position)~1 Position~3 Colour~Pad Print~~~100~10,000~100~6.70~250~5.53~500~5.26~1,000~4.07~2,500~3.71~5,000~3.64~10,000~2.35~25,000~1.64~New Design~160~150~Over 500 Free.~Repeat Design~80~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 4 Colour Pad Print ( 1 Position)~1 Position~4 Colour~Pad Print~~~100~10,000~100~7.39~250~6.20~500~5.90~1,000~4.52~2,500~4.13~5,000~4.06~10,000~2.49~25,000~1.74~New Design~80~200~Over 500 Free.~Repeat Design~40~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 1 Colour Pad Print ( 2 Position)~2 Position~1 Colour~Pad Print~~~100~10,000~100~6.70~250~5.53~500~5.26~1,000~3.95~2,500~3.60~5,000~3.53~10,000~2.21~25,000~1.54~New Design~160~100~Over 500 Free.~Repeat Design~80~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 2 Colour Pad Print ( 2 Position)~2 Position~2 Colour~Pad Print~~~100~10,000~100~7.39~250~6.20~500~5.90~1,000~4.40~2,500~4.01~5,000~3.94~10,000~2.35~25,000~1.64~New Design~80~50~Over 500 Free.~Repeat Design~40~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 3 Colour Pad Print ( 2 Position)~2 Position~3 Colour~Pad Print~~~100~10,000~100~8.08~250~6.65~500~6.55~1,000~4.84~2,500~4.43~5,000~4.36~10,000~2.49~25,000~1.74~New Design~160~100~Over 500 Free.~Repeat Design~80~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL510~Coloured Cotton Double Long Handle Conference Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Double long handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

 Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 375mmL x 420mmH, Handle Length: 800mmL, Bottom Gusset: 75mmD~~LL510.jpg~~~Black|Dark Blue|Green|Light Blue|Red|White~Black|Dark Blue|Green|Light Blue|Red|White~LL510_Black.jpg|LL510_DarkBlue.jpg|LL510_Green.jpg|LL510_LightBlue.jpg|LL510_Red.jpg|LL510_White.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 4 Colour Digital Transfer Print ( 1 Position)~1 Position~4 Colour~Digital Transfer~~~100~10,000~100~8.25~250~6.81~500~6.71~1,000~6.13~2,500~5.63~5,000~0.00~10,000~0~25,000~~New Design~160~50~Over 500 Free.~Repeat Design~80~~36~39~45~15~200~0.0632~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL510
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL509~Coloured Cotton Double Short Handle Tote Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Coloured short handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 370mmL x 420mmH, Handle Length: 400mmL~~LL509.jpg~~~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~LL509_Black.jpg|LL509_DarkBlue.jpg|LL509_Green.jpg|LL509_LightBlue.jpg|LL509_Orange.jpg|LL509_Pink.jpg|LL509_Purple.jpg|LL509_Red.jpg|LL509_White.jpg|LL509_Yellow.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 1 Colour Pad Print ( 1 Position)~1 Position~1 Colour~Pad Print~~~100~10,000~100~4.48~250~3.60~500~3.26~1,000~2.74~2,500~2.45~5,000~2.21~10,000~1.56~25,000~1.06~New Design~80~50~Over 500 Free.~Repeat Design~40~~37~39~45~17~250~0.0649~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL509
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL509~Coloured Cotton Double Short Handle Tote Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Coloured short handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 370mmL x 420mmH, Handle Length: 400mmL~~LL509.jpg~~~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~LL509_Black.jpg|LL509_DarkBlue.jpg|LL509_Green.jpg|LL509_LightBlue.jpg|LL509_Orange.jpg|LL509_Pink.jpg|LL509_Purple.jpg|LL509_Red.jpg|LL509_White.jpg|LL509_Yellow.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 2 Colour Pad Print ( 1 Position)~1 Position~2 Colour~Pad Print~~~100~10,000~100~5.17~250~4.27~500~3.90~1,000~3.23~2,500~2.90~5,000~2.63~10,000~1.69~25,000~1.16~New Design~80~100~Over 500 Free.~Repeat Design~40~~37~39~45~17~250~0.0649~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL509
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL509~Coloured Cotton Double Short Handle Tote Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Coloured short handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

Ideal for environmental projects as cotton is a renewable resource.  Join the revolution to reduce the use of plastic bags!"~~~Cotton - 140 GSM~Bag: 370mmL x 420mmH, Handle Length: 400mmL~~LL509.jpg~~~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~Black|Dark Blue|Green|Light Blue|Orange|Pink|Purple|Red|White|Yellow~LL509_Black.jpg|LL509_DarkBlue.jpg|LL509_Green.jpg|LL509_LightBlue.jpg|LL509_Orange.jpg|LL509_Pink.jpg|LL509_Purple.jpg|LL509_Red.jpg|LL509_White.jpg|LL509_Yellow.jpg~~~~~Screen|Digital to Garment~Screen Print : Front/Back - Rectangle 250mmL x 320mmH; RBG Direct to Garment Print (White Bags Only) : Front/Back - Rectangle 290mmL x 320mmH| Submit design for acceptance and price~0~0~Gst: 10% Gst Additional. Freight: Additional If Required. Indent: We will not hold indent prices if quantites are to be supplied from stock. Images: Current stocked item style may vary slightly from image shown. If item style is paramount then please request sample of current shipment prior to ordering. All orders subject to Logo-Line's Terms and Conditions.~~~Item + 3 Colour Pad Print ( 1 Position)~1 Position~3 Colour~Pad Print~~~100~10,000~100~5.86~250~4.93~500~4.55~1,000~3.71~2,500~3.11~5,000~3.04~10,000~1.83~25,000~1.26~New Design~80~150~Over 500 Free.~Repeat Design~40~~37~39~45~17~250~0.0649~50 per bundle~Stock: 3 Working Days from approval of artwork, Indent: 12-14 Weeks Ex Overseas Factory~https://www.logoline.com.au/product.aspx?i=LL509
Logo-Line Australia~S005175~The Collections of Logo-Line~~~~46MLL509~Coloured Cotton Double Short Handle Tote Bag - 140 GSM~~Bamboo Cotton & Calico Bags~Bamboo Cotton & Calico Bags/Cotton Bags~Bags |Cotton | Calico Bags~~~0~"Coloured short handle cotton tote bags.  This product is part of our Green Conceptz Collection which promotes environmentally friendly, and eco friendly messages. 

